datetime,open,high,low,close,date,intraday_return,intraday_range,upper_shadow,lower_shadow,close_to_close_return,open_to_open_return,overnight_gap,ma5,deviation_ma5,ma10,deviation_ma10,ma20,deviation_ma20,ma60,deviation_ma60,volatility_5d,realized_vol_5d,volatility_10d,realized_vol_10d,volatility_20d,realized_vol_20d,volatility_60d,realized_vol_60d,quantile_20d_30,quantile_20d_50,quantile_20d_70,quantile_20d_90,pctrank_20d,quantile_60d_30,quantile_60d_50,quantile_60d_70,quantile_60d_90,pctrank_60d,zscore_20d,zscore_60d,rsi_6,rsi_14,activity_proxy,weekday,month
2022/9/19 15:00,22.89,23.64,21.82,22.91,2022-09-19 15:00:00,0.0008737439930100294,0.07951070336391439,0.03189165574486677,0.046745303626037585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8215902140672786,0,9
2022/9/20 15:00,22.96,38.84,21.69,22.15,2022-09-20 15:00:00,-0.0352787456445994,0.7469512195121952,0.691637630662021,0.020034843205574793,-0.0331732867743344,0.003058103975535076,0.00218245307725887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.544969512195124,1,9
2022/9/21 15:00,22.5,23.27,21.76,22.27,2022-09-21 15:00:00,-0.010222222222222242,0.06711111111111102,0.0342222222222222,0.022666666666666578,0.005417607223476395,-0.020034843205574915,0.015801354401805936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4945644444444426,2,9
2022/9/22 15:00,22.77,23.6,22.06,22.28,2022-09-22 15:00:00,-0.021519543258673626,0.06763285024154601,0.03645147123408001,0.009661835748792378,0.00044903457566247695,0.01200000000000001,0.0224517287831163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5068599033816452,3,9
2022/9/23 15:00,22.65,23.81,22.11,22.56,2022-09-23 15:00:00,-0.003973509933774828,0.07505518763796906,0.0512141280353201,0.019867549668874142,0.012567324955116588,-0.005270092226614009,0.016606822262118376,22.434,0.005616474993313616,,,,,,,,0.20725221437334715,,,,,,,,,,,,,,,,,,,,,1.693245033112582,4,9
2022/9/26 15:00,23.75,24.34,23.07,24.14,2022-09-26 15:00:00,0.01642105263157897,0.0534736842105263,0.008421052631578918,0.02863157894736841,0.07003546099290792,0.04856512141280356,0.05274822695035467,22.68,0.06437389770723108,,,,,,,0.03735435003854792,0.20204481054266954,,,,,,,,,,,,,,,,,,,,,1.2908547368421048,0,9
2022/9/27 15:00,24.26,30.07,23.27,23.5,2022-09-27 15:00:00,-0.031327287716405666,0.2802967848309975,0.23948887056883753,0.009480626545754345,-0.026512013256006606,0.02147368421052631,0.004971002485501284,22.95,0.023965141612200466,,,,,,,0.035452779009181694,0.10871392360642998,,,,,,,,,,,,,,,,,,,58.702064896755154,,6.586974443528441,1,9
2022/9/28 15:00,23.92,25.05,23.77,25.05,2022-09-28 15:00:00,0.04724080267558524,0.05351170568561877,0.0,0.0062709030100335334,0.06595744680851068,-0.014014839241549892,0.01787234042553199,23.506,0.06568535693014552,,,,,,,0.04217600404913192,0.10599404252133153,,,,,,,,,,,,,,,,,,,84.688995215311,,1.3404682274247501,2,9
2022/9/29 15:00,25.0,25.5,24.14,24.14,2022-09-29 15:00:00,-0.03439999999999998,0.054399999999999976,0.02,0.0,-0.0363273453093812,0.04515050167224066,-0.0019960079840319646,23.878,0.010972443253203805,,,,,,,0.0499155222656463,0.10334747247302231,,,,,,,,,,,,,,,,,,,68.8128772635815,,1.3132159999999995,3,9
2022/9/30 15:00,24.46,25.63,23.27,23.27,2022-09-30 15:00:00,-0.0486508585445626,0.09648405560098117,0.047833197056418565,0.0,-0.036039768019884066,-0.021599999999999953,0.013256006628003325,24.02,-0.03122398001665279,23.227,0.0018512937529598856,,,,,0.055455594347629596,0.10763324606562477,,0.15744273021948593,,,,,,,,,,,,,,,,,58.49056603773583,,2.245183973834832,4,9
